;4841579;flashmemory;23;;3;
;4852405;flashmemory;24;;1;
;4868199;flashmemory;25;;2;
;4869234;flashmemory;26;;3;
;4872010;flashmemory;27;;1;
;4873607;flashmemory;28;;2;

### filmcameras / 574
;779841;filmcameras;0;;1;
;898503;filmcameras;1;;2;

### digitalcompacts / 576
;23210;digitalcompacts;0;;1;
;23213;digitalcompacts;1;;2;
;23231;digitalcompacts;2;;3;
;288420;digitalcompacts;3;;1;
;288846;digitalcompacts;4;;2;
;300938;digitalcompacts;5;;3;
;301544;digitalcompacts;6;;1;
;325065;digitalcompacts;7;;2;
;325101;digitalcompacts;8;;3;
;325414;digitalcompacts;9;;1;
;325715;digitalcompacts;10;;2;
;337958;digitalcompacts;11;;3;
;337981;digitalcompacts;12;;1;
;343090;digitalcompacts;13;;2;
;356970;digitalcompacts;14;;3;
;358639;digitalcompacts;15;;1;
;472054;digitalcompacts;16;;2;
;472056;digitalcompacts;17;;3;
;472057;digitalcompacts;18;;1;
;473765;digitalcompacts;19;;2;
;473995;digitalcompacts;20;;3;
;473996;digitalcompacts;21;;1;
;489680;digitalcompacts;22;;2;
;489702;digitalcompacts;23;;3;
;492274;digitalcompacts;24;;1;
;553637;digitalcompacts;25;;2;
;669789;digitalcompacts;26;;3;
;669797;digitalcompacts;27;;1;
;669799;digitalcompacts;28;;2;
;676442;digitalcompacts;29;;3;
;686951;digitalcompacts;30;;1;
;784171;digitalcompacts;31;;2;
;784172;digitalcompacts;32;;3;
;784173;digitalcompacts;33;;1;
;784380;digitalcompacts;34;;2;
;784381;digitalcompacts;35;;3;
;812888;digitalcompacts;36;;1;
;816261;digitalcompacts;37;;2;
;816262;digitalcompacts;38;;3;
;816323;digitalcompacts;39;;1;
;816324;digitalcompacts;40;;2;
;816326;digitalcompacts;41;;3;
;816802;digitalcompacts;42;;1;
;932643;digitalcompacts;43;;2;
;1320808;digitalcompacts;44;;3;
;1325806;digitalcompacts;45;;1;
;1494590;digitalcompacts;46;;2;
;1550476;digitalcompacts;47;;3;
;1934793;digitalcompacts;48;;1;
;1934794;digitalcompacts;49;;2;
;1934795;digitalcompacts;50;;3;
;1934796;digitalcompacts;51;;1;
;1978431;digitalcompacts;52;;2;
;1978440;digitalcompacts;53;;3;
;1981412;digitalcompacts;54;;1;
;1981413;digitalcompacts;55;;2;
;1981414;digitalcompacts;56;;3;
;1981415;digitalcompacts;57;;1;
;1990255;digitalcompacts;58;;2;
;1992689;digitalcompacts;59;;3;
;1992691;digitalcompacts;60;;1;
;1992692;digitalcompacts;61;;2;
;1992693;digitalcompacts;62;;3;
;1992695;digitalcompacts;63;;1;
;1992696;digitalcompacts;64;;2;
;1992697;digitalcompacts;65;;3;
;1993747;digitalcompacts;66;;1;
;1993748;digitalcompacts;67;;2;
;1997551;digitalcompacts;68;;3;
;2006139;digitalcompacts;69;;1;
;3325048;digitalcompacts;70;;2;
;3357724;digitalcompacts;71;;3;
;3357888;digitalcompacts;72;;1;
;3470545;digitalcompacts;73;;2;
;3505505;digitalcompacts;74;;3;
;3514515;digitalcompacts;75;;1;
;3514516;digitalcompacts;76;;2;
;3514517;digitalcompacts;77;;3;
;3514519;digitalcompacts;78;;1;
;3514520;digitalcompacts;79;;2;
;3514522;digitalcompacts;80;;3;
;3514523;digitalcompacts;81;;1;
;4528140;digitalcompacts;82;;2;
;5864567;digitalcompacts;83;;3;
;5864583;digitalcompacts;84;;1;

### digitalslr / 578
;478828;digitalslr;0;;1;
;562675;digitalslr;1;;2;
;726510;digitalslr;2;;3;
;726511;digitalslr;3;;1;
;816780;digitalslr;4;;2;
;855246;digitalslr;5;;3;
;1225694;digitalslr;6;;1;
;1382080;digitalslr;7;;2;
;1391319;digitalslr;8;;3;
;1438465;digitalslr;9;;1;
;1438466;digitalslr;10;;2;
;1438467;digitalslr;11;;3;
;1446509;digitalslr;12;;1;
;1532809;digitalslr;13;;2;
;1568824;digitalslr;14;;3;
;1715477;digitalslr;15;;1;
;2053226;digitalslr;16;;2;
;2053266;digitalslr;17;;3;
;2053367;digitalslr;18;;1;
;2054947;digitalslr;19;;2;
;2054948;digitalslr;20;;3;
;2934297;digitalslr;21;;1;
;2934302;digitalslr;22;;2;
;2934303;digitalslr;23;;3;
;3514521;digitalslr;24;;1;
;3555166;digitalslr;25;;2;
;3557133;digitalslr;26;;3;
;3708646;digitalslr;27;;1;
;3730957;digitalslr;28;;2;
;3789394;digitalslr;29;;3;
;3958110;digitalslr;30;;1;
;4200373;digitalslr;31;;2;
;4205246;digitalslr;32;;3;
;4731172;digitalslr;33;;1;
;4785190;digitalslr;34;;2;
;4808175;digitalslr;35;;3;
;4812254;digitalslr;36;;1;
;5473115;digitalslr;37;;2;
;5897548;digitalslr;38;;3;

### webcams / 577
;280916;webcams;0;;1;Electronics_3Prod_landscape;
;458542;webcams;1;;2;Electronics_3Prod_landscape;
;479742;webcams;2;;3;Electronics_3Prod_landscape;
;1377492;webcams;3;;1;Electronics_3Prod_landscape;

### hand-heldcamcorders / 584
;1432722;hand-heldcamcorders;0;;1;Electronics_3Prod_landscape;
;1776947;hand-heldcamcorders;1;;2;Electronics_3Prod_landscape;
;1776948;hand-heldcamcorders;2;;3;Electronics_3Prod_landscape;
;1934398;hand-heldcamcorders;3;;1;Electronics_3Prod_landscape;
;1934406;hand-heldcamcorders;4;;2;Electronics_3Prod_landscape;
;1986316;hand-heldcamcorders;5;;3;Electronics_3Prod_landscape;

### cameraflashes / 586
;266685;cameraflashes;0;;1;Electronics_3Prod_landscape;
;289540;cameraflashes;1;;2;Electronics_3Prod_landscape;
;791635;cameraflashes;2;;3;Electronics_3Prod_landscape;
;1099413;cameraflashes;3;;1;Electronics_3Prod_landscape;

### tripods / 587
;23355;tripods;0;;1;Electronics_3Prod_landscape;
;29925;tripods;1;;2;Electronics_3Prod_landscape;
;454831;tripods;2;;3;Electronics_3Prod_landscape;
;572461;tripods;3;;1;Electronics_3Prod_landscape;
;932577;tripods;4;;2;Electronics_3Prod_landscape;
;1099285;tripods;5;;3;Electronics_3Prod_landscape;
;1687508;tripods;6;;1;Electronics_3Prod_landscape;
;3429337;tripods;7;;2;Electronics_3Prod_landscape;

### cameralenses / 588
;65652;cameralenses;0;;1;Electronics_3Prod_landscape;
;493683;cameralenses;1;;2;Electronics_3Prod_landscape;
;503392;cameralenses;2;;3;Electronics_3Prod_landscape;
;784343;cameralenses;3;;1;Electronics_3Prod_landscape;
;816379;cameralenses;4;;2;Electronics_3Prod_landscape;
;832382;cameralenses;5;;3;Electronics_3Prod_landscape;
;832386;cameralenses;6;;1;Electronics_3Prod_landscape;
;848855;cameralenses;7;;2;Electronics_3Prod_landscape;
;898520;cameralenses;8;;3;Electronics_3Prod_landscape;
;3595723;cameralenses;9;;1;Electronics_3Prod_landscape;

### colourfilms / 597
;779842;colourfilms;0;;1;Electronics_3Prod_landscape;
;779848;colourfilms;1;;2;Electronics_3Prod_landscape;
;834954;colourfilms;2;;3;Electronics_3Prod_landscape;
;834955;colourfilms;3;;1;Electronics_3Prod_landscape;

### black_whitefilms / 598
;779864;black_whitefilms;0;;1;Electronics_3Prod_landscape;
;779866;black_whitefilms;1;;2;Electronics_3Prod_landscape;
;779868;black_whitefilms;2;;3;Electronics_3Prod_landscape;
;1291399;black_whitefilms;3;;1;Electronics_3Prod_landscape;

### blankvideotapes / 604
;137220;blankvideotapes;0;;1;Electronics_3Prod_landscape;
;149243;blankvideotapes;1;;2;Electronics_3Prod_landscape;
;301233;blankvideotapes;2;;3;Electronics_3Prod_landscape;
;2231913;blankvideotapes;3;;1;Electronics_3Prod_landscape;
;2278102;blankvideotapes;4;;2;Electronics_3Prod_landscape;

### cameracables / 934
;592506;cameracables;0;;1;Electronics_3Prod_landscape;
;768108;cameracables;1;;2;Electronics_3Prod_landscape;
;918735;cameracables;2;;3;Electronics_3Prod_landscape;
;2063624;cameracables;3;;1;Electronics_3Prod_landscape;

### fixatives / 1201
;1422706;fixatives;0;;1;Electronics_3Prod_landscape;
;1716323;fixatives;1;;2;Electronics_3Prod_landscape;

### camerakits / 1288
;23191;camerakits;0;;1;Electronics_3Prod_landscape;
;356788;camerakits;1;;2;Electronics_3Prod_landscape;
;429430;camerakits;2;;3;Electronics_3Prod_landscape;
;442466;camerakits;3;;1;Electronics_3Prod_landscape;
;861175;camerakits;4;;2;Electronics_3Prod_landscape;
;911227;camerakits;5;;3;Electronics_3Prod_landscape;
;917699;camerakits;6;;1;Electronics_3Prod_landscape;
;1297878;camerakits;7;;2;Electronics_3Prod_landscape;
;2006365;camerakits;8;;3;Electronics_3Prod_landscape;
;2140197;camerakits;9;;1;Electronics_3Prod_landscape;
;2140285;camerakits;10;;2;Electronics_3Prod_landscape;
;2149500;camerakits;11;;3;Electronics_3Prod_landscape;
;2292454;camerakits;12;;1;Electronics_3Prod_landscape;
;3400506;camerakits;13;;2;Electronics_3Prod_landscape;
;3683639;camerakits;14;;3;Electronics_3Prod_landscape;
;3683640;camerakits;15;;1;Electronics_3Prod_landscape;
;4135570;camerakits;16;;2;Electronics_3Prod_landscape;

### binoculars / 1421
;284533;binoculars;0;;1;
;1209761;binoculars;1;;2;
