$comp=ec2008

UPDATE Player;uid[unique=true];competitions(code)[mode=append]
;ppetersonson_cuppy;$comp
;demo_cuppy;$comp
;hweaving_cuppy;$comp
;sbrueck_cuppy;$comp
;hpneumann_cuppy;$comp
;ahertz_cuppy;$comp
;abrode_cuppy;$comp
;hschweiger_cuppy;$comp
;dkaufmann_cuppy;$comp
;kvitali_cuppy;$comp
;bpoweronoff_cuppy;$comp
;tbullet_cuppy;$comp
;hjaehnig_cuppy;$comp
;mdigit_cuppy;$comp
;ovh_cuppy;$comp
;nvp_cuppy;$comp
;ariel_cuppy;$comp
;sternthaler;$comp
;pp;$comp

INSERT_UPDATE MatchBet;player(uid)[unique=true];match(id,group(code,competition(code[default=$comp])))[unique=true];guestGoals;homeGoals
;hpneumann_cuppy;19:B;0;5;
;hpneumann_cuppy;20:B;2;4;
;hpneumann_cuppy;21:C;1;0;
;hpneumann_cuppy;22:C;0;1;
;hpneumann_cuppy;23:D;1;1;
;hpneumann_cuppy;24:D;1;5;
;ahertz_cuppy;1:A;4;1;
;ahertz_cuppy;2:A;4;5;
;ahertz_cuppy;3:B;4;3;
;ahertz_cuppy;4:B;5;0;
;ahertz_cuppy;5:C;3;5;
;ahertz_cuppy;6:C;4;1;
;ahertz_cuppy;7:D;5;5;
;ahertz_cuppy;8:D;3;1;
;ahertz_cuppy;10:A;2;5;
;ahertz_cuppy;11:B;3;4;
;ahertz_cuppy;12:B;5;4;
;ahertz_cuppy;13:C;2;4;
;ahertz_cuppy;14:C;2;0;
;ahertz_cuppy;16:D;2;1;
;ahertz_cuppy;17:A;1;1;
;ahertz_cuppy;18:A;0;1;
;ahertz_cuppy;19:B;3;4;
;ahertz_cuppy;21:C;0;4;
;ahertz_cuppy;23:D;0;4;
;ahertz_cuppy;24:D;4;0;
;abrode_cuppy;1:A;4;0;
;abrode_cuppy;2:A;5;5;
;abrode_cuppy;3:B;2;2;
;abrode_cuppy;5:C;5;4;
;abrode_cuppy;6:C;1;5;
;abrode_cuppy;7:D;2;0;
;abrode_cuppy;8:D;0;3;
;abrode_cuppy;9:A;0;3;
;abrode_cuppy;10:A;5;3;
;abrode_cuppy;11:B;0;1;
;abrode_cuppy;13:C;3;0;
;abrode_cuppy;14:C;5;5;
;abrode_cuppy;15:D;5;2;
;abrode_cuppy;16:D;0;3;
;abrode_cuppy;18:A;4;3;
;abrode_cuppy;19:B;3;1;
;abrode_cuppy;20:B;4;3;
;abrode_cuppy;21:C;4;0;
;abrode_cuppy;22:C;1;5;
;abrode_cuppy;23:D;0;4;
;hschweiger_cuppy;1:A;4;3;
;hschweiger_cuppy;2:A;4;4;
;hschweiger_cuppy;3:B;2;3;
;hschweiger_cuppy;4:B;1;3;
;hschweiger_cuppy;5:C;4;0;
;hschweiger_cuppy;6:C;5;5;
;hschweiger_cuppy;7:D;5;2;
;hschweiger_cuppy;8:D;4;4;
;hschweiger_cuppy;9:A;3;2;
;hschweiger_cuppy;10:A;1;0;
;hschweiger_cuppy;11:B;4;2;
;hschweiger_cuppy;12:B;0;5;
;hschweiger_cuppy;13:C;4;0;
;hschweiger_cuppy;14:C;1;0;
;hschweiger_cuppy;15:D;5;4;
;hschweiger_cuppy;16:D;3;1;
;hschweiger_cuppy;17:A;1;3;
;hschweiger_cuppy;18:A;5;2;
;hschweiger_cuppy;19:B;3;4;
;hschweiger_cuppy;20:B;0;1;
;hschweiger_cuppy;21:C;2;3;
;hschweiger_cuppy;22:C;4;3;
;hschweiger_cuppy;23:D;1;0;
;hschweiger_cuppy;24:D;1;4;
;dkaufmann_cuppy;1:A;5;0;
;dkaufmann_cuppy;2:A;1;5;
;dkaufmann_cuppy;3:B;0;4;
;dkaufmann_cuppy;4:B;5;3;
;dkaufmann_cuppy;5:C;5;4;
;dkaufmann_cuppy;6:C;0;3;
;dkaufmann_cuppy;7:D;5;5;
;dkaufmann_cuppy;8:D;1;2;
;dkaufmann_cuppy;9:A;0;4;
;dkaufmann_cuppy;10:A;1;3;
;dkaufmann_cuppy;11:B;3;0;
;dkaufmann_cuppy;12:B;2;1;
;dkaufmann_cuppy;13:C;2;4;
;dkaufmann_cuppy;14:C;3;3;
;dkaufmann_cuppy;15:D;5;5;
;dkaufmann_cuppy;16:D;0;4;
;dkaufmann_cuppy;17:A;5;5;
;dkaufmann_cuppy;18:A;4;1;
;dkaufmann_cuppy;19:B;3;0;
;dkaufmann_cuppy;20:B;1;3;
;dkaufmann_cuppy;21:C;2;2;
;dkaufmann_cuppy;22:C;4;4;
;dkaufmann_cuppy;23:D;5;2;
;dkaufmann_cuppy;24:D;5;5;
;kvitali_cuppy;1:A;4;3;
;kvitali_cuppy;2:A;1;2;
;kvitali_cuppy;3:B;1;0;
;kvitali_cuppy;4:B;5;1;
;kvitali_cuppy;5:C;3;3;
;kvitali_cuppy;6:C;5;5;
;kvitali_cuppy;8:D;5;2;
;kvitali_cuppy;9:A;0;4;
;kvitali_cuppy;10:A;3;5;
;kvitali_cuppy;11:B;5;5;
;kvitali_cuppy;12:B;1;2;
;kvitali_cuppy;13:C;5;0;
;kvitali_cuppy;14:C;5;3;
;kvitali_cuppy;15:D;3;1;
;kvitali_cuppy;16:D;2;3;
;kvitali_cuppy;17:A;2;2;
;kvitali_cuppy;18:A;1;5;
;kvitali_cuppy;20:B;5;2;
;kvitali_cuppy;21:C;1;0;
;kvitali_cuppy;22:C;5;4;
;kvitali_cuppy;23:D;3;4;
;kvitali_cuppy;24:D;2;5;
;bpoweronoff_cuppy;1:A;0;0;
;bpoweronoff_cuppy;2:A;1;3;
;bpoweronoff_cuppy;3:B;1;4;
;bpoweronoff_cuppy;4:B;2;4;
;bpoweronoff_cuppy;5:C;5;0;
;bpoweronoff_cuppy;6:C;1;4;
;bpoweronoff_cuppy;7:D;3;1;
;bpoweronoff_cuppy;8:D;0;4;
;bpoweronoff_cuppy;10:A;3;3;
;bpoweronoff_cuppy;11:B;1;1;
;bpoweronoff_cuppy;12:B;4;2;
;bpoweronoff_cuppy;13:C;5;0;
;bpoweronoff_cuppy;14:C;3;3;
;bpoweronoff_cuppy;15:D;3;3;
;bpoweronoff_cuppy;16:D;2;5;
;bpoweronoff_cuppy;17:A;2;4;
;bpoweronoff_cuppy;18:A;3;4;
;bpoweronoff_cuppy;20:B;0;1;
;bpoweronoff_cuppy;21:C;5;4;
;bpoweronoff_cuppy;22:C;4;0;
;bpoweronoff_cuppy;23:D;3;2;
;bpoweronoff_cuppy;24:D;1;2;
;tbullet_cuppy;1:A;0;0;
;tbullet_cuppy;2:A;3;3;
;tbullet_cuppy;3:B;0;3;
;tbullet_cuppy;4:B;1;2;
;tbullet_cuppy;5:C;4;1;
;tbullet_cuppy;6:C;1;2;
;tbullet_cuppy;8:D;3;4;
;tbullet_cuppy;9:A;0;2;
;tbullet_cuppy;10:A;2;0;
;tbullet_cuppy;11:B;0;0;
;tbullet_cuppy;12:B;5;1;
;tbullet_cuppy;13:C;3;5;
;tbullet_cuppy;14:C;1;1;
;tbullet_cuppy;15:D;1;2;
;tbullet_cuppy;16:D;1;3;
;tbullet_cuppy;18:A;1;4;
;tbullet_cuppy;19:B;1;2;
;tbullet_cuppy;20:B;5;2;
;tbullet_cuppy;21:C;1;0;
;tbullet_cuppy;22:C;0;2;
;tbullet_cuppy;23:D;1;0;
;tbullet_cuppy;24:D;2;0;
;hjaehnig_cuppy;1:A;5;3;
;hjaehnig_cuppy;2:A;1;4;
;hjaehnig_cuppy;3:B;5;0;
;hjaehnig_cuppy;4:B;1;4;
;hjaehnig_cuppy;5:C;5;2;
;hjaehnig_cuppy;6:C;3;1;
;hjaehnig_cuppy;7:D;5;5;
;hjaehnig_cuppy;8:D;2;1;
;hjaehnig_cuppy;9:A;3;2;
;hjaehnig_cuppy;10:A;0;1;
;hjaehnig_cuppy;11:B;0;3;
;hjaehnig_cuppy;12:B;2;0;
;hjaehnig_cuppy;13:C;0;0;
;hjaehnig_cuppy;14:C;1;4;
;hjaehnig_cuppy;15:D;1;1;
;hjaehnig_cuppy;16:D;5;4;
;hjaehnig_cuppy;17:A;0;2;
;hjaehnig_cuppy;18:A;0;2;
;hjaehnig_cuppy;19:B;4;4;
;hjaehnig_cuppy;20:B;3;2;
;hjaehnig_cuppy;21:C;1;2;
;hjaehnig_cuppy;22:C;3;1;
;hjaehnig_cuppy;23:D;0;4;
;hjaehnig_cuppy;24:D;4;2;
;mdigit_cuppy;1:A;3;1;
;mdigit_cuppy;2:A;5;2;
;mdigit_cuppy;3:B;2;0;
;mdigit_cuppy;4:B;5;4;
;mdigit_cuppy;5:C;1;1;
;mdigit_cuppy;6:C;1;2;
;mdigit_cuppy;7:D;4;3;
;mdigit_cuppy;8:D;4;2;
;mdigit_cuppy;9:A;0;4;
;mdigit_cuppy;10:A;4;3;
;mdigit_cuppy;11:B;3;2;
;mdigit_cuppy;12:B;0;5;
;mdigit_cuppy;13:C;3;4;
;mdigit_cuppy;15:D;4;5;
;mdigit_cuppy;16:D;2;2;
;mdigit_cuppy;17:A;3;0;
;mdigit_cuppy;18:A;4;0;
;mdigit_cuppy;19:B;0;1;
;mdigit_cuppy;20:B;4;0;
;mdigit_cuppy;21:C;0;4;
;mdigit_cuppy;22:C;3;4;
;mdigit_cuppy;23:D;4;3;
;mdigit_cuppy;24:D;1;0;
;ovh_cuppy;1:A;3;1;
;ovh_cuppy;2:A;1;5;
;ovh_cuppy;3:B;0;2;
;ovh_cuppy;4:B;2;3;
;ovh_cuppy;5:C;4;2;
;ovh_cuppy;6:C;5;5;
;ovh_cuppy;7:D;3;5;
;ovh_cuppy;8:D;5;0;
;ovh_cuppy;9:A;0;2;
;ovh_cuppy;10:A;5;3;
;ovh_cuppy;11:B;4;1;
;ovh_cuppy;12:B;1;5;
;ovh_cuppy;13:C;5;5;
;ovh_cuppy;14:C;3;2;
;ovh_cuppy;15:D;0;4;
;ovh_cuppy;17:A;4;2;
;ovh_cuppy;18:A;5;2;
;ovh_cuppy;19:B;4;2;
;ovh_cuppy;20:B;5;1;
;ovh_cuppy;21:C;4;5;
;ovh_cuppy;22:C;3;4;
;ovh_cuppy;23:D;4;3;
;ovh_cuppy;24:D;4;0;
;nvp_cuppy;1:A;3;3;
;nvp_cuppy;2:A;2;3;
;nvp_cuppy;3:B;5;1;
;nvp_cuppy;4:B;0;5;
;nvp_cuppy;5:C;0;5;
;nvp_cuppy;6:C;5;0;
;nvp_cuppy;7:D;4;2;
;nvp_cuppy;8:D;2;1;
;nvp_cuppy;9:A;1;5;
;nvp_cuppy;10:A;1;3;
;nvp_cuppy;11:B;1;3;
;nvp_cuppy;12:B;5;3;
;nvp_cuppy;13:C;2;3;
;nvp_cuppy;14:C;1;1;
;nvp_cuppy;15:D;5;5;
;nvp_cuppy;16:D;0;3;
;nvp_cuppy;17:A;3;4;
;nvp_cuppy;18:A;1;0;
;nvp_cuppy;19:B;4;4;
;nvp_cuppy;20:B;1;3;
;nvp_cuppy;21:C;2;1;
;nvp_cuppy;22:C;2;3;
;nvp_cuppy;23:D;1;3;
;nvp_cuppy;24:D;0;0;
;ariel_cuppy;1:A;5;5;
;ariel_cuppy;3:B;5;4;
;ariel_cuppy;4:B;0;4;
;ariel_cuppy;5:C;1;4;
;ariel_cuppy;6:C;2;2;
;ariel_cuppy;7:D;1;5;
;ariel_cuppy;8:D;5;2;
;ariel_cuppy;9:A;0;0;
;ariel_cuppy;11:B;2;3;
;ariel_cuppy;12:B;5;0;
;ariel_cuppy;13:C;0;0;
;ariel_cuppy;14:C;2;3;
;ariel_cuppy;15:D;3;0;
;ariel_cuppy;16:D;5;4;
;ariel_cuppy;17:A;0;2;
;ariel_cuppy;18:A;2;1;
;ariel_cuppy;19:B;2;3;
;ariel_cuppy;20:B;0;5;
;ariel_cuppy;22:C;5;5;
;ariel_cuppy;23:D;0;4;
;ariel_cuppy;24:D;0;2;
;pp;1:A;5;3;
;pp;2:A;4;2;
;pp;3:B;0;3;
;pp;4:B;2;5;
;pp;5:C;2;2;
;pp;6:C;1;4;
;pp;7:D;1;1;
;pp;8:D;1;0;
;pp;9:A;3;0;
;pp;10:A;5;0;
;pp;11:B;4;2;
;pp;12:B;2;1;
;pp;13:C;3;1;
;pp;14:C;2;1;
;pp;15:D;3;1;
;pp;16:D;5;1;
;pp;17:A;0;2;
;pp;18:A;3;2;
;pp;19:B;1;2;
;pp;20:B;2;2;
;pp;21:C;3;4;
;pp;22:C;0;4;
;pp;23:D;1;4;
;pp;24:D;3;3;
