$comp=wc2006

UPDATE Player;uid[unique=true];competitions(code)[mode=append];
;ppetersonson_cuppy;$comp
;demo_cuppy;$comp
;hweaving_cuppy;$comp
;sbrueck_cuppy;$comp
;hpneumann_cuppy;$comp
;ahertz_cuppy;$comp
;abrode_cuppy;$comp
;hschweiger_cuppy;$comp
;dkaufmann_cuppy;$comp
;kvitali_cuppy;$comp
;bpoweronoff_cuppy;$comp
;tbullet_cuppy;$comp
;hjaehnig_cuppy;$comp
;mdigit_cuppy;$comp
;ovh_cuppy;$comp
;nvp_cuppy;$comp
;ariel_cuppy;$comp
;sternthaler;$comp
;pp;$comp

INSERT_UPDATE MatchBet;player(uid)[unique=true];match(id,group(code,competition(code[default=wc2006])))[unique=true];guestGoals;homeGoals
;ppetersonson_cuppy;31:H;5;5;
;ppetersonson_cuppy;32:H;4;5;
;ppetersonson_cuppy;33:A;4;1;
;ppetersonson_cuppy;34:A;4;0;
;ppetersonson_cuppy;35:B;4;4;
;ppetersonson_cuppy;36:B;1;2;
;ppetersonson_cuppy;37:C;1;1;
;ppetersonson_cuppy;38:C;3;1;
;ppetersonson_cuppy;39:D;4;4;
;ppetersonson_cuppy;40:D;1;5;
;ppetersonson_cuppy;41:E;4;5;
;ppetersonson_cuppy;42:E;0;0;
;ppetersonson_cuppy;43:F;2;4;
;ppetersonson_cuppy;44:F;2;3;
;ppetersonson_cuppy;45:G;5;4;
;ppetersonson_cuppy;46:G;5;2;
;ppetersonson_cuppy;47:H;2;4;
;ppetersonson_cuppy;48:H;1;1;
;demo_cuppy;1:A;5;3;
;demo_cuppy;2:A;3;1;
;demo_cuppy;3:B;5;2;
;demo_cuppy;5:C;2;2;
;demo_cuppy;6:C;0;5;
;demo_cuppy;7:D;3;2;
;demo_cuppy;8:D;1;4;
;demo_cuppy;9:E;0;0;
;demo_cuppy;10:E;1;0;
;demo_cuppy;11:F;4;1;
;demo_cuppy;12:F;4;4;
;demo_cuppy;13:G;0;2;
;demo_cuppy;14:G;1;3;
;demo_cuppy;15:H;2;4;
;demo_cuppy;16:H;2;1;
;demo_cuppy;17:A;2;0;
;demo_cuppy;18:A;3;0;
;demo_cuppy;19:B;0;4;
;demo_cuppy;21:C;0;0;
;demo_cuppy;22:C;3;5;
;demo_cuppy;23:D;5;3;
;demo_cuppy;24:D;2;2;
;demo_cuppy;25:E;2;1;
;demo_cuppy;26:E;0;5;
;demo_cuppy;27:F;3;3;
;demo_cuppy;28:F;4;2;
;demo_cuppy;29:G;0;4;
;demo_cuppy;30:G;5;0;
;demo_cuppy;31:H;4;0;
;demo_cuppy;32:H;2;2;
;demo_cuppy;33:A;4;1;
;demo_cuppy;35:B;4;1;
;demo_cuppy;36:B;4;2;
;demo_cuppy;37:C;4;4;
;demo_cuppy;38:C;3;4;
;demo_cuppy;39:D;1;5;
;demo_cuppy;40:D;3;2;
;demo_cuppy;41:E;2;0;
;demo_cuppy;42:E;0;3;
;demo_cuppy;43:F;1;4;
;demo_cuppy;44:F;1;1;
;demo_cuppy;45:G;4;3;
;demo_cuppy;46:G;5;5;
;demo_cuppy;47:H;2;0;
;hweaving_cuppy;1:A;4;3;
;hweaving_cuppy;2:A;0;2;
;hweaving_cuppy;3:B;0;3;
;hweaving_cuppy;4:B;1;3;
;hweaving_cuppy;5:C;4;1;
;hweaving_cuppy;6:C;3;0;
;hweaving_cuppy;7:D;1;1;
;hweaving_cuppy;8:D;3;3;
;hweaving_cuppy;9:E;1;4;
;hweaving_cuppy;10:E;3;4;
;hweaving_cuppy;11:F;5;1;
;hweaving_cuppy;12:F;3;1;
;hweaving_cuppy;13:G;2;2;
;hweaving_cuppy;14:G;4;0;
;hweaving_cuppy;15:H;1;1;
;hweaving_cuppy;16:H;5;0;
;hweaving_cuppy;17:A;1;0;
;hweaving_cuppy;18:A;5;3;
;hweaving_cuppy;20:B;1;2;
;hweaving_cuppy;21:C;1;1;
;hweaving_cuppy;22:C;3;5;
;hweaving_cuppy;23:D;3;5;
;hweaving_cuppy;24:D;1;0;
;hweaving_cuppy;25:E;2;4;
;hweaving_cuppy;26:E;4;3;
;hweaving_cuppy;27:F;4;5;
;hweaving_cuppy;28:F;0;0;
;hweaving_cuppy;30:G;1;0;
;hweaving_cuppy;31:H;4;2;
;hweaving_cuppy;32:H;5;2;
;hweaving_cuppy;33:A;2;2;
;hweaving_cuppy;34:A;0;1;
;hweaving_cuppy;35:B;3;3;
;hweaving_cuppy;36:B;1;5;
;hweaving_cuppy;37:C;1;0;
;hweaving_cuppy;38:C;1;5;
;hweaving_cuppy;39:D;1;2;
;hweaving_cuppy;40:D;3;1;
;hweaving_cuppy;41:E;1;1;
;hweaving_cuppy;42:E;4;2;
;hweaving_cuppy;43:F;3;2;
;hweaving_cuppy;44:F;4;1;
;hweaving_cuppy;45:G;2;0;
;hweaving_cuppy;46:G;1;5;
;hweaving_cuppy;47:H;0;0;
;hweaving_cuppy;48:H;4;2;
;sbrueck_cuppy;1:A;2;3;
;sbrueck_cuppy;2:A;3;5;
;sbrueck_cuppy;3:B;1;4;
;sbrueck_cuppy;4:B;1;4;
;sbrueck_cuppy;5:C;5;2;
;sbrueck_cuppy;6:C;1;2;
;sbrueck_cuppy;7:D;5;0;
;sbrueck_cuppy;8:D;5;2;
;sbrueck_cuppy;9:E;1;5;
;sbrueck_cuppy;10:E;3;3;
;sbrueck_cuppy;11:F;3;1;
;sbrueck_cuppy;12:F;2;5;
;sbrueck_cuppy;13:G;4;4;
;sbrueck_cuppy;14:G;0;5;
;sbrueck_cuppy;15:H;3;1;
;sbrueck_cuppy;16:H;3;3;
;sbrueck_cuppy;17:A;2;3;
;sbrueck_cuppy;18:A;3;5;
;sbrueck_cuppy;19:B;1;3;
;sbrueck_cuppy;21:C;0;2;
;sbrueck_cuppy;22:C;2;4;
;sbrueck_cuppy;23:D;4;3;
;sbrueck_cuppy;24:D;1;3;
;sbrueck_cuppy;25:E;4;4;
;sbrueck_cuppy;26:E;0;3;
;sbrueck_cuppy;27:F;5;5;
;sbrueck_cuppy;28:F;1;3;
;sbrueck_cuppy;29:G;4;1;
;sbrueck_cuppy;30:G;3;0;
;sbrueck_cuppy;31:H;0;1;
;sbrueck_cuppy;32:H;2;1;
;sbrueck_cuppy;33:A;5;4;
;sbrueck_cuppy;34:A;2;3;
;sbrueck_cuppy;35:B;4;2;
;sbrueck_cuppy;36:B;3;5;
;sbrueck_cuppy;37:C;2;2;
;sbrueck_cuppy;38:C;3;1;
;sbrueck_cuppy;39:D;3;5;
;sbrueck_cuppy;41:E;4;0;
;sbrueck_cuppy;42:E;0;2;
;sbrueck_cuppy;43:F;1;2;
;sbrueck_cuppy;44:F;3;0;
;sbrueck_cuppy;46:G;3;1;
;sbrueck_cuppy;47:H;4;4;
;sbrueck_cuppy;48:H;2;1;
;hpneumann_cuppy;1:A;1;4;
;hpneumann_cuppy;2:A;3;4;
;hpneumann_cuppy;3:B;0;2;
;hpneumann_cuppy;4:B;0;0;
;hpneumann_cuppy;6:C;3;3;
;hpneumann_cuppy;7:D;4;2;
;hpneumann_cuppy;9:E;5;2;
;hpneumann_cuppy;10:E;0;1;
;hpneumann_cuppy;11:F;0;3;
;hpneumann_cuppy;13:G;3;5;
;hpneumann_cuppy;14:G;4;0;
;hpneumann_cuppy;15:H;3;3;
;hpneumann_cuppy;16:H;2;1;
;hpneumann_cuppy;17:A;2;2;
;hpneumann_cuppy;18:A;5;2;
;hpneumann_cuppy;19:B;3;1;
;hpneumann_cuppy;20:B;5;0;
;hpneumann_cuppy;21:C;3;3;
;hpneumann_cuppy;22:C;2;2;
;hpneumann_cuppy;24:D;4;3;
;hpneumann_cuppy;25:E;1;0;
;hpneumann_cuppy;26:E;0;2;
;hpneumann_cuppy;27:F;1;1;
;hpneumann_cuppy;28:F;0;4;
;hpneumann_cuppy;29:G;1;1;
;hpneumann_cuppy;30:G;4;2;
;hpneumann_cuppy;31:H;3;2;
;hpneumann_cuppy;32:H;4;0;
;hpneumann_cuppy;33:A;3;1;
;hpneumann_cuppy;34:A;0;2;
;hpneumann_cuppy;35:B;0;5;
;hpneumann_cuppy;36:B;2;1;
;hpneumann_cuppy;37:C;5;2;
;hpneumann_cuppy;38:C;4;2;
;hpneumann_cuppy;39:D;2;2;
;hpneumann_cuppy;40:D;4;1;
;hpneumann_cuppy;41:E;1;4;
;hpneumann_cuppy;42:E;1;5;
;hpneumann_cuppy;43:F;2;0;
;hpneumann_cuppy;44:F;1;1;
;hpneumann_cuppy;45:G;1;1;
;hpneumann_cuppy;46:G;4;1;
;hpneumann_cuppy;47:H;4;2;
;hpneumann_cuppy;48:H;5;3;
;ahertz_cuppy;2:A;3;3;
;ahertz_cuppy;3:B;5;1;
;ahertz_cuppy;4:B;5;4;
;ahertz_cuppy;5:C;1;3;
;ahertz_cuppy;6:C;3;2;
;ahertz_cuppy;7:D;3;2;
;ahertz_cuppy;8:D;2;5;
;ahertz_cuppy;9:E;0;2;
;ahertz_cuppy;10:E;0;4;
;ahertz_cuppy;11:F;1;1;
;ahertz_cuppy;12:F;0;1;
;ahertz_cuppy;13:G;2;2;
;ahertz_cuppy;14:G;2;1;
;ahertz_cuppy;15:H;0;1;
;ahertz_cuppy;16:H;4;1;
;ahertz_cuppy;17:A;0;2;
;ahertz_cuppy;18:A;4;5;
;ahertz_cuppy;19:B;0;1;
;ahertz_cuppy;20:B;2;5;
;ahertz_cuppy;21:C;1;2;
;ahertz_cuppy;22:C;0;3;
;ahertz_cuppy;23:D;0;3;
;ahertz_cuppy;24:D;5;0;
;ahertz_cuppy;25:E;5;4;
;ahertz_cuppy;27:F;1;2;
;ahertz_cuppy;28:F;1;1;
;ahertz_cuppy;29:G;3;5;
;ahertz_cuppy;30:G;3;4;
;ahertz_cuppy;31:H;2;4;
;ahertz_cuppy;32:H;3;1;
;ahertz_cuppy;33:A;2;3;
;ahertz_cuppy;34:A;1;3;
;ahertz_cuppy;35:B;0;5;
;ahertz_cuppy;36:B;4;5;
;ahertz_cuppy;39:D;4;4;
;ahertz_cuppy;40:D;2;0;
;ahertz_cuppy;41:E;2;2;
;ahertz_cuppy;42:E;4;5;
;ahertz_cuppy;43:F;1;1;
;ahertz_cuppy;44:F;3;5;
;ahertz_cuppy;45:G;3;0;
;ahertz_cuppy;46:G;5;2;
;ahertz_cuppy;47:H;0;4;
;ahertz_cuppy;48:H;2;5;
;abrode_cuppy;1:A;5;0;
;abrode_cuppy;2:A;0;0;
;abrode_cuppy;3:B;1;5;
;abrode_cuppy;4:B;3;4;
;abrode_cuppy;5:C;2;1;
;abrode_cuppy;6:C;4;4;
;abrode_cuppy;7:D;4;0;
;abrode_cuppy;8:D;4;4;
;abrode_cuppy;9:E;4;1;
;abrode_cuppy;10:E;2;3;
;abrode_cuppy;11:F;2;1;
;abrode_cuppy;12:F;0;2;
;abrode_cuppy;13:G;4;3;
;abrode_cuppy;14:G;1;5;
;abrode_cuppy;15:H;2;5;
;abrode_cuppy;16:H;4;0;
;abrode_cuppy;17:A;4;3;
;abrode_cuppy;18:A;4;0;
;abrode_cuppy;19:B;3;4;
;abrode_cuppy;20:B;5;3;
;abrode_cuppy;21:C;2;5;
;abrode_cuppy;22:C;3;3;
;abrode_cuppy;23:D;2;0;
;abrode_cuppy;24:D;2;2;
;abrode_cuppy;26:E;0;4;
;abrode_cuppy;27:F;3;4;
;abrode_cuppy;28:F;3;5;
;abrode_cuppy;29:G;1;2;
;abrode_cuppy;30:G;3;3;
;abrode_cuppy;31:H;5;0;
;abrode_cuppy;32:H;0;4;
;abrode_cuppy;33:A;1;1;
;abrode_cuppy;34:A;2;0;
;abrode_cuppy;35:B;1;1;
;abrode_cuppy;36:B;1;1;
;abrode_cuppy;37:C;3;1;
;abrode_cuppy;38:C;1;0;
;abrode_cuppy;39:D;5;3;
;abrode_cuppy;40:D;2;5;
;abrode_cuppy;41:E;2;3;
;abrode_cuppy;42:E;1;2;
;abrode_cuppy;43:F;1;5;
;abrode_cuppy;44:F;4;5;
;abrode_cuppy;45:G;3;3;
;abrode_cuppy;46:G;5;4;
;abrode_cuppy;47:H;3;0;
;abrode_cuppy;48:H;0;1;
;hschweiger_cuppy;1:A;2;4;
;hschweiger_cuppy;2:A;0;1;
;hschweiger_cuppy;3:B;0;5;
;hschweiger_cuppy;4:B;0;5;
;hschweiger_cuppy;5:C;0;1;
;hschweiger_cuppy;6:C;2;0;
;hschweiger_cuppy;7:D;0;3;
;hschweiger_cuppy;8:D;0;4;
;hschweiger_cuppy;9:E;3;5;
;hschweiger_cuppy;10:E;1;0;
;hschweiger_cuppy;11:F;4;2;
;hschweiger_cuppy;12:F;4;0;
;hschweiger_cuppy;13:G;2;0;
;hschweiger_cuppy;14:G;5;2;
;hschweiger_cuppy;15:H;2;2;
;hschweiger_cuppy;16:H;1;0;
;hschweiger_cuppy;17:A;4;2;
;hschweiger_cuppy;18:A;1;0;
;hschweiger_cuppy;19:B;1;3;
;hschweiger_cuppy;20:B;1;5;
;hschweiger_cuppy;21:C;2;1;
;hschweiger_cuppy;23:D;4;0;
;hschweiger_cuppy;24:D;0;0;
;hschweiger_cuppy;25:E;3;3;
;hschweiger_cuppy;26:E;0;2;
;hschweiger_cuppy;27:F;2;2;
;hschweiger_cuppy;28:F;2;2;
;hschweiger_cuppy;29:G;1;3;
;hschweiger_cuppy;30:G;2;5;
;hschweiger_cuppy;31:H;2;0;
;hschweiger_cuppy;32:H;4;0;
;hschweiger_cuppy;33:A;5;3;
;hschweiger_cuppy;34:A;1;2;
;hschweiger_cuppy;35:B;3;5;
;hschweiger_cuppy;36:B;2;1;
;hschweiger_cuppy;37:C;3;4;
;hschweiger_cuppy;39:D;0;4;
;hschweiger_cuppy;40:D;2;0;
;hschweiger_cuppy;41:E;1;1;
;hschweiger_cuppy;42:E;0;4;
;hschweiger_cuppy;43:F;2;1;
;hschweiger_cuppy;44:F;3;4;
;hschweiger_cuppy;45:G;3;3;
;hschweiger_cuppy;46:G;1;3;
;hschweiger_cuppy;47:H;4;3;
;hschweiger_cuppy;48:H;0;5;
;dkaufmann_cuppy;1:A;2;2;
;dkaufmann_cuppy;2:A;0;1;
;dkaufmann_cuppy;3:B;3;3;
;dkaufmann_cuppy;4:B;5;4;
;dkaufmann_cuppy;6:C;2;4;
;dkaufmann_cuppy;7:D;1;5;
;dkaufmann_cuppy;8:D;2;3;
;dkaufmann_cuppy;9:E;3;2;
;dkaufmann_cuppy;10:E;5;2;
;dkaufmann_cuppy;11:F;2;2;
;dkaufmann_cuppy;12:F;1;4;
;dkaufmann_cuppy;13:G;3;2;
;dkaufmann_cuppy;14:G;1;0;
;dkaufmann_cuppy;15:H;2;2;
;dkaufmann_cuppy;16:H;3;5;
;dkaufmann_cuppy;17:A;1;2;
;dkaufmann_cuppy;18:A;1;4;
;dkaufmann_cuppy;20:B;3;5;
;dkaufmann_cuppy;21:C;2;4;
;dkaufmann_cuppy;22:C;4;5;
;dkaufmann_cuppy;23:D;1;1;
;dkaufmann_cuppy;24:D;0;1;
;dkaufmann_cuppy;25:E;2;5;
;dkaufmann_cuppy;26:E;3;4;
;dkaufmann_cuppy;27:F;5;2;
;dkaufmann_cuppy;28:F;2;0;
;dkaufmann_cuppy;29:G;2;4;
;dkaufmann_cuppy;30:G;4;1;
;dkaufmann_cuppy;31:H;4;1;
;dkaufmann_cuppy;33:A;1;2;
;dkaufmann_cuppy;34:A;2;0;
;dkaufmann_cuppy;35:B;2;1;
;dkaufmann_cuppy;36:B;1;5;
;dkaufmann_cuppy;37:C;3;3;
;dkaufmann_cuppy;38:C;0;4;
;dkaufmann_cuppy;39:D;2;0;
;dkaufmann_cuppy;40:D;3;4;
;dkaufmann_cuppy;41:E;4;4;
;dkaufmann_cuppy;42:E;3;5;
;dkaufmann_cuppy;43:F;2;3;
;dkaufmann_cuppy;44:F;1;1;
;dkaufmann_cuppy;45:G;0;5;
;dkaufmann_cuppy;46:G;1;2;
;dkaufmann_cuppy;47:H;5;2;
;dkaufmann_cuppy;48:H;3;1;
;kvitali_cuppy;1:A;4;2;
;kvitali_cuppy;2:A;5;2;
;kvitali_cuppy;3:B;5;5;
;kvitali_cuppy;4:B;5;3;
;kvitali_cuppy;5:C;2;3;
;kvitali_cuppy;7:D;3;2;
;kvitali_cuppy;8:D;1;3;
;kvitali_cuppy;9:E;1;0;
;kvitali_cuppy;10:E;5;1;
;kvitali_cuppy;11:F;4;0;
;kvitali_cuppy;12:F;4;4;
;kvitali_cuppy;13:G;4;0;
;kvitali_cuppy;14:G;1;5;
;kvitali_cuppy;15:H;3;0;
;kvitali_cuppy;16:H;3;5;
;kvitali_cuppy;17:A;0;4;
;kvitali_cuppy;18:A;1;0;
;kvitali_cuppy;19:B;0;0;
;kvitali_cuppy;20:B;1;3;
;kvitali_cuppy;21:C;1;5;
;kvitali_cuppy;22:C;4;3;
;kvitali_cuppy;23:D;0;4;
;kvitali_cuppy;24:D;2;5;
;kvitali_cuppy;25:E;2;3;
;kvitali_cuppy;26:E;3;0;
;kvitali_cuppy;28:F;3;5;
;kvitali_cuppy;29:G;2;3;
;kvitali_cuppy;31:H;3;1;
;kvitali_cuppy;32:H;2;1;
;kvitali_cuppy;33:A;2;5;
;kvitali_cuppy;34:A;3;0;
;kvitali_cuppy;35:B;3;5;
;kvitali_cuppy;37:C;5;2;
;kvitali_cuppy;38:C;0;3;
;kvitali_cuppy;39:D;1;3;
;kvitali_cuppy;40:D;1;5;
;kvitali_cuppy;41:E;5;5;
;kvitali_cuppy;42:E;1;0;
;kvitali_cuppy;43:F;4;3;
;kvitali_cuppy;44:F;3;5;
;kvitali_cuppy;46:G;5;3;
;kvitali_cuppy;47:H;5;3;
;kvitali_cuppy;48:H;4;1;
;bpoweronoff_cuppy;1:A;1;5;
;bpoweronoff_cuppy;2:A;0;4;
;bpoweronoff_cuppy;3:B;0;1;
;bpoweronoff_cuppy;4:B;3;0;
;bpoweronoff_cuppy;5:C;4;5;
;bpoweronoff_cuppy;6:C;0;2;
;bpoweronoff_cuppy;7:D;2;2;
;bpoweronoff_cuppy;8:D;2;2;
;bpoweronoff_cuppy;9:E;5;0;
;bpoweronoff_cuppy;10:E;1;1;
;bpoweronoff_cuppy;11:F;3;5;
;bpoweronoff_cuppy;12:F;4;1;
;bpoweronoff_cuppy;13:G;4;0;
;bpoweronoff_cuppy;14:G;4;1;
;bpoweronoff_cuppy;15:H;1;3;
;bpoweronoff_cuppy;16:H;0;0;
;bpoweronoff_cuppy;17:A;1;2;
;bpoweronoff_cuppy;18:A;5;0;
;bpoweronoff_cuppy;19:B;0;1;
;bpoweronoff_cuppy;20:B;3;1;
;bpoweronoff_cuppy;22:C;1;2;
;bpoweronoff_cuppy;23:D;4;5;
;bpoweronoff_cuppy;24:D;4;1;
;bpoweronoff_cuppy;25:E;2;4;
;bpoweronoff_cuppy;26:E;4;2;
;bpoweronoff_cuppy;27:F;2;4;
;bpoweronoff_cuppy;28:F;1;1;
;bpoweronoff_cuppy;29:G;4;3;
;bpoweronoff_cuppy;30:G;2;5;
;bpoweronoff_cuppy;31:H;3;0;
;bpoweronoff_cuppy;32:H;3;0;
;bpoweronoff_cuppy;33:A;2;3;
;bpoweronoff_cuppy;34:A;2;0;
;bpoweronoff_cuppy;35:B;1;1;
;bpoweronoff_cuppy;36:B;3;4;
;bpoweronoff_cuppy;37:C;1;0;
;bpoweronoff_cuppy;38:C;2;4;
;bpoweronoff_cuppy;39:D;3;4;
;bpoweronoff_cuppy;40:D;3;0;
;bpoweronoff_cuppy;41:E;4;5;
;bpoweronoff_cuppy;42:E;2;3;
;bpoweronoff_cuppy;43:F;1;2;
;bpoweronoff_cuppy;44:F;3;2;
;bpoweronoff_cuppy;45:G;1;3;
;bpoweronoff_cuppy;47:H;2;1;
;tbullet_cuppy;1:A;5;5;
;tbullet_cuppy;2:A;1;3;
;tbullet_cuppy;3:B;3;2;
;tbullet_cuppy;4:B;2;2;
;tbullet_cuppy;5:C;4;0;
;tbullet_cuppy;6:C;1;5;
;tbullet_cuppy;7:D;3;0;
;tbullet_cuppy;8:D;5;2;
;tbullet_cuppy;9:E;3;5;
;tbullet_cuppy;10:E;0;5;
;tbullet_cuppy;11:F;4;4;
;tbullet_cuppy;13:G;2;4;
;tbullet_cuppy;14:G;4;3;
;tbullet_cuppy;15:H;1;0;
;tbullet_cuppy;16:H;3;4;
;tbullet_cuppy;17:A;2;1;
;tbullet_cuppy;18:A;4;2;
;tbullet_cuppy;19:B;1;4;
;tbullet_cuppy;21:C;4;0;
;tbullet_cuppy;22:C;3;3;
;tbullet_cuppy;24:D;1;0;
;tbullet_cuppy;25:E;5;0;
;tbullet_cuppy;26:E;4;4;
;tbullet_cuppy;27:F;5;4;
;tbullet_cuppy;28:F;5;3;
;tbullet_cuppy;29:G;1;3;
;tbullet_cuppy;30:G;4;0;
;tbullet_cuppy;31:H;4;1;
;tbullet_cuppy;32:H;3;5;
;tbullet_cuppy;33:A;2;2;
;tbullet_cuppy;34:A;4;1;
;tbullet_cuppy;35:B;1;4;
;tbullet_cuppy;36:B;1;3;
;tbullet_cuppy;37:C;3;5;
;tbullet_cuppy;38:C;3;5;
;tbullet_cuppy;39:D;3;0;
;tbullet_cuppy;40:D;0;1;
;tbullet_cuppy;41:E;0;4;
;tbullet_cuppy;42:E;0;5;
;tbullet_cuppy;43:F;1;0;
;tbullet_cuppy;44:F;4;3;
;tbullet_cuppy;45:G;1;0;
;tbullet_cuppy;46:G;0;1;
;tbullet_cuppy;47:H;0;2;
;tbullet_cuppy;48:H;0;3;
;hjaehnig_cuppy;1:A;2;1;
;hjaehnig_cuppy;3:B;3;2;
;hjaehnig_cuppy;4:B;4;1;
;hjaehnig_cuppy;6:C;4;0;
;hjaehnig_cuppy;7:D;4;2;
;hjaehnig_cuppy;8:D;2;1;
;hjaehnig_cuppy;9:E;5;4;
;hjaehnig_cuppy;10:E;4;5;
;hjaehnig_cuppy;11:F;4;5;
;hjaehnig_cuppy;12:F;0;3;
;hjaehnig_cuppy;13:G;0;2;
;hjaehnig_cuppy;14:G;5;5;
;hjaehnig_cuppy;15:H;5;5;
;hjaehnig_cuppy;16:H;1;5;
;hjaehnig_cuppy;17:A;2;1;
;hjaehnig_cuppy;18:A;3;0;
;hjaehnig_cuppy;19:B;2;5;
;hjaehnig_cuppy;20:B;0;4;
;hjaehnig_cuppy;22:C;1;3;
;hjaehnig_cuppy;23:D;5;0;
;hjaehnig_cuppy;24:D;1;4;
;hjaehnig_cuppy;25:E;4;5;
;hjaehnig_cuppy;26:E;1;5;
;hjaehnig_cuppy;28:F;2;0;
;hjaehnig_cuppy;30:G;2;5;
;hjaehnig_cuppy;31:H;3;1;
;hjaehnig_cuppy;32:H;2;5;
;hjaehnig_cuppy;33:A;0;4;
;hjaehnig_cuppy;34:A;4;2;
;hjaehnig_cuppy;35:B;1;2;
;hjaehnig_cuppy;36:B;0;0;
;hjaehnig_cuppy;37:C;2;5;
;hjaehnig_cuppy;38:C;0;2;
;hjaehnig_cuppy;39:D;4;3;
;hjaehnig_cuppy;40:D;4;1;
;hjaehnig_cuppy;41:E;5;4;
;hjaehnig_cuppy;43:F;2;3;
;hjaehnig_cuppy;44:F;4;0;
;hjaehnig_cuppy;46:G;4;5;
;hjaehnig_cuppy;47:H;3;2;
;hjaehnig_cuppy;48:H;0;3;
;mdigit_cuppy;1:A;0;1;
;mdigit_cuppy;2:A;2;0;
;mdigit_cuppy;3:B;5;3;
;mdigit_cuppy;4:B;5;3;
;mdigit_cuppy;5:C;5;5;
;mdigit_cuppy;6:C;5;0;
;mdigit_cuppy;7:D;5;4;
;mdigit_cuppy;8:D;5;0;
;mdigit_cuppy;9:E;5;4;
;mdigit_cuppy;10:E;1;1;
;mdigit_cuppy;11:F;0;0;
;mdigit_cuppy;12:F;5;1;
;mdigit_cuppy;13:G;0;4;
;mdigit_cuppy;14:G;1;2;
;mdigit_cuppy;15:H;0;2;
;mdigit_cuppy;16:H;2;1;
;mdigit_cuppy;17:A;2;4;
;mdigit_cuppy;18:A;2;3;
;mdigit_cuppy;19:B;1;0;
;mdigit_cuppy;20:B;1;2;
;mdigit_cuppy;21:C;4;1;
